CaseID;Prefix length;Groud truth;Predicted;Levenshtein;Damerau;Jaccard;Ground,truth,times;Predicted,times;RMSE;MAE
8069;3;¡§¦¬;¡§¦¬;1;1;1;4143;10134,93029;;5991,930292
807;3;¡§¦¬;¡§¦¬;1;1;1;1929;8941,696598;;7012,696598
8070;3;¡§¦¬;¡§¦¬;1;1;1;5223;10172,11044;;4949,110441
8071;3;¡§¦¬;¡§¦¬;1;1;1;4783;10166,37634;;5383,376345
8072;3;¡§¦¬;¡§¦¬;1;1;1;896;10171,04297;;9275,042969
8073;3;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;154349;72469,1672;;81879,8328
8074;3;¡§¦¬;¡§¦¬;1;1;1;3056;10142,6194;;7086,619405
8075;3;¡«¨¢¤ª¡¨¢¤ª¡£;¡§¦¬;0,076923077;0,076923077;0,1;3200;10114,29657;;6914,296567
8076;3;¡§¦¬;¡§¦¬;1;1;1;4294;10119,40781;;5825,407809
8077;3;«¨¢¤ª«¨¢¤ª«©¨¢¤ª«©¨¢¤ª¡§¦¬;¡§¦¬;0,153846154;0,153846154;0,4;10104;10119,1014;;15,10140072
8078;3;¡§¦¬;¡§¦¬;1;1;1;17793;39889,16795;;22096,16795
8079;3;¡§¦¬;¡§¦¬;1;1;1;3815;8701,05078;;4886,05078
808;3;¨¢¤ª¡§¦¬;¡§¦¬;0,5;0,5;0,5;48736;71390,70442;;22654,70442
8080;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;18517;63555,78401;;45038,78401
8081;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;58568;185978,8188;;127410,8188
8083;3;¡§¦¬;¡§¦¬;1;1;1;44387;185012,739;;140625,739
8084;3;¨¢¤ª¡§¦¥;¡§¦¬;0,375;0,375;0,333333333;17891;83981,64705;;66090,64705
8085;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;26669;68871,53336;;42202,53336
8086;3;¡§¦¬;¡§¦¬;1;1;1;8613;10095,30891;;1482,308911
8087;3;¡§¦¬;¡§¦¬;1;1;1;5855;10029,69444;;4174,694436
8088;3;¡§¦¬;¡§¦¬;1;1;1;4229;10049,39334;;5820,393337
8089;3;¡§¦¬;¡§¦¬;1;1;1;3044;8422,880435;;5378,880435
809;3;¡§¦¬;¡§¦¬;1;1;1;2815;8404,834737;;5589,834737
8090;3;¡¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,5;13400;9941,082755;;3458,917245
8091;3;¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,75;0,75;0,75;85747;15591,33882;;70155,66118
8092;3;¡§¦¬;¡§¦¬;1;1;1;12558;31520,09728;;18962,09728
8093;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;4860;9927,477079;;5067,477079
8094;3;¡§¦¬;¡§¦¬;1;1;1;5049;9913,824124;;4864,824124
8095;3;¡§¦¬;¡§¦¬;1;1;1;5941;9914,182165;;3973,182165
8096;3;¡§¦¬;¡§¦¬;1;1;1;1288;9883,610597;;8595,610597
8097;3;¡§¦¬;¡§¦¬;1;1;1;1176;9843,227669;;8667,227669
810;3;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;4110;15141,71681;;11031,71681
8108;3;¡§¦¬;¡§¦¬;1;1;1;3800;10221,46882;;6421,468818
8109;3;¡§¦¬;¡§¦¬;1;1;1;2395;13380,64038;;10985,64038
811;3;¡§¦¬;¡§¦¬;1;1;1;3641;9071,649369;;5430,649369
8110;3;¡§¦¬;¡§¦¬;1;1;1;3600;10174,54272;;6574,542725
8111;3;¡§¦¬;¡§¦¬;1;1;1;11789;10098,77759;;1690,222409
8113;3;¡§¦¬;¡§¦¬;1;1;1;2403;10061,52042;;7658,520416
8114;3;¡§¦¬;¡§¦¬;1;1;1;1945;10034,12237;;8089,122366
8115;3;¡§¦¬;¡§¦¬;1;1;1;3445;10031,80459;;6586,804592
8116;3;¡§¦¬;¡§¦¬;1;1;1;5015;10022,35442;;5007,354416
8117;3;¡§¦¬;¡§¦¬;1;1;1;6611;9985,802561;;3374,802561
8118;3;¡§¦¬;¡§¦¬;1;1;1;26718;9991,839197;;16726,1608
8119;3;¡§¦¬;¡§¦¬;1;1;1;7622;9898,857022;;2276,857022
812;3;¡§¦¬;¡§¦¬;1;1;1;2810;8800,76971;;5990,76971
8120;3;¡§¦¬;¡§¦¬;1;1;1;8893;9894,361257;;1001,361257
8121;3;¡§¦¬;¡§¦¬;1;1;1;2671;9863,545917;;7192,545917
8122;3;¡§¦¬;¡§¦¬;1;1;1;35296;9850,109286;;25445,89071
8123;3;¡§¦¬;¡§¦¬;1;1;1;1213;9869,007341;;8656,007341
8124;3;¡§¦¬;¡§¦¬;1;1;1;7844;9818,943402;;1974,943402
8125;3;¡§¦¬;¡§¦¬;1;1;1;5237;10267,53215;;5030,532155
8126;3;¡§¦¬;¡§¦¬;1;1;1;3977;10205,02118;;6228,021185
8129;3;¡§¦¬;¡§¦¬;1;1;1;2551;10046,13917;;7495,139167
813;3;¡§¦¬;¡§¦¬;1;1;1;2479;8527,152809;;6048,152809
8130;3;¡§¦¬;¡§¦¬;1;1;1;9362;9913,855079;;551,8550792
8131;3;¡§¦¬;¡§¦¬;1;1;1;5420;9851,204327;;4431,204327
8132;3;¡§¦¬;¡§¦¬;1;1;1;5948;9801,131924;;3853,131924
8133;3;¡§¦¬;¡§¦¬;1;1;1;12400;10272,12998;;2127,870025
8134;3;¡§¦¬;¡§¦¬;1;1;1;3702;10114,75231;;6412,75231
8135;3;¡§¦¬;¡§¦¬;1;1;1;6293;11148,33591;;4855,335909
8136;3;¡§¦¬;¡§¦¬;1;1;1;7241;9967,573913;;2726,573913
8138;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;21162;10235,88296;;10926,11704
8139;3;¡«¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,266666667;0,266666667;0,444444444;82988;166937,8204;;83949,82041
814;3;¡§¦¬;¡§¦¬;1;1;1;3184;8428,602923;;5244,602923
8140;3;¡§¦¬;¡§¦¬;1;1;1;7942;10435,0739;;2493,073902
8141;3;¡§¦¬;¡§¦¬;1;1;1;3680;10213,8606;;6533,8606
8142;3;¡§¦¬;¡§¦¬;1;1;1;3330;10216,1901;;6886,190103
8143;3;¡§¦¬;¡§¦¬;1;1;1;24643;65757,33795;;41114,33795
8144;3;¡§¦¬;¡§¦¬;1;1;1;10597;10210,10909;;386,8909099
8145;3;¡§¦¬;¡§¦¬;1;1;1;3211;10206,16858;;6995,168584
8146;3;¨¢¤ª¡§¦¬;¡§¦¬;0,5;0,5;0,5;10733;10202,93957;;530,0604344
8147;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;2620;10198,21768;;7578,217682
8148;3;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;88051;86287,29344;;1763,706562
815;3;¡§¦¬;¡§¦¬;1;1;1;8501;9109,843907;;608,8439073
8150;3;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;169724;101973,3483;;67750,65171
8151;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;15480;10140,04141;;5339,958586
8153;3;¡§¦¬;¡§¦¬;1;1;1;3615;9512,973072;;5897,973072
8155;3;¡§¦¬;¡§¦¬;1;1;1;64667;190446,7658;;125779,7658
8156;3;¡§¦¬;¡§¦¬;1;1;1;14278;10113,46452;;4164,535477
8157;3;¡§¦¬;¡§¦¬;1;1;1;2645;10112,80334;;7467,803339
8158;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;23479;72633,60133;;49154,60133
8159;3;«¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,285714286;0,285714286;0,444444444;11570;13056,39195;;1486,391947
816;3;¡§¦¬;¡§¦¬;1;1;1;1992;8488,872298;;6496,872298
8160;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;6177;9346,577757;;3169,577757
8161;3;¡§¦¬;¡§¦¨¢¤ª¡§¦¬;0,363636364;0,363636364;0,5;45125;117311,3651;;72186,36511
8162;3;¡§¦¬;¡§¦¬;1;1;1;1880;10018,52431;;8138,524309
8163;3;¤ª¡¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,545454545;0,545454545;0,75;168479;15875,18026;;152603,8197
8164;3;¡§¦¬;¡§¦¬;1;1;1;12204;9950,859775;;2253,140225
8165;3;¡§¦¬;¡§¦¨¢¤ª¡§¦¬;0,363636364;0,363636364;0,5;42013;164900,336;;122887,336
8166;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;12726;10891,71997;;1834,280034
8167;3;¡§¦¬;¡§¦¬;1;1;1;4185;9899,024978;;5714,024978
8168;3;¡§¦¬;¡§¦¬;1;1;1;3341;9885,311201;;6544,311201
8169;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;2578;9889,509022;;7311,509022
817;3;¡§¦¬;¡§¦¬;1;1;1;6944;8404,843202;;1460,843202
8170;3;¡§¦¬;¡§¦¬;1;1;1;4549;9857,874094;;5308,874094
8171;3;£;¡§¦¬;0;0;0;14934;195211,4534;;180277,4534
8172;3;¡§¦¬;¡§¦¬;1;1;1;2135;9772,470392;;7637,470392
8173;3;¡§¦¬;¡§¦¬;1;1;1;87746;212640,4841;;124894,4841
8174;3;¡§¦¬;¡§¦¬;1;1;1;5641;9769,85951;;4128,85951
8175;3;¡§¦¬;¡§¦¬;1;1;1;25456;10145,54322;;15310,45678
8176;3;¡§¦¨¢¤ª¡§¦¬;¡§¦¬;0,363636364;0,363636364;0,5;74622;159045,7565;;84423,75649
8177;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;8241;10208,37572;;1967,375717
8178;3;¡§¦¬;¡§¦¬;1;1;1;71667;186550,5079;;114883,5079
8179;3;¡§¦¬;¡§¦¬;1;1;1;6419;10191,27198;;3772,271978
818;3;¡§¦¬;¡§¦¬;1;1;1;5557;8412,868953;;2855,868953
8180;3;¡«¨¢¤ª¡§¦¬;¡§¦¬;0,4;0,4;0,444444444;150177;117352,5484;;32824,4516
8181;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;65689;157081,6647;;91392,66469
8182;3;«¨¢¤ª«¨¢¤ª«©¨¢¤ª¡§¦¬;¡§¦¬;0,2;0,2;0,4;9750;10142,46318;;392,4631776
8183;3;«¨¢¤ª¡£;¡§¦¬;0;0;0,1;7856;10129,52207;;2273,522072
8184;3;¡§¦¬;¡§¦¬;1;1;1;6049;23629,34123;;17580,34123
8185;3;¡§¦¬;¡§¦¬;1;1;1;2496;10039,90725;;7543,907248
8186;3;¡§¦¬;¡§¦¬;1;1;1;12028;10047,8885;;1980,111499
8187;3;¡§¦¬;¡§¦¬;1;1;1;35377;142923,0968;;107546,0968
8188;3;¡§¦¬;¡§¦¬;1;1;1;8046;10075,08667;;2029,086672
8189;3;¡§¦¬;¡§¦¬;1;1;1;1022;9975,565082;;8953,565082
819;3;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;42088;25970,20211;;16117,79789
8190;3;¡¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,5;8169;9961,960011;;1792,960011
8191;3;¡§¦¬;¡§¦¬;1;1;1;2582;9959,306203;;7377,306203
8192;3;¡§¦¬;¡§¦¬;1;1;1;2534;9921,306587;;7387,306587
8193;3;¡§¦¬;¡§¦¬;1;1;1;16201;9911,044682;;6289,955318
8194;3;¡§¦¬;¡§¦¬;1;1;1;26709;83511,95262;;56802,95262
8195;3;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;80152;31361,81575;;48790,18425
8196;3;¡§¦¬;¡§¦¬;1;1;1;1062;10725,82719;;9663,82719
8197;3;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;71966;17004,1233;;54961,8767
8198;3;¡§¦¬;¡§¦¬;1;1;1;2591;9855,770467;;7264,770467
8199;3;¡§¦¬;¡§¦¬;1;1;1;33575;86557,15436;;52982,15436
820;3;¡§¦¬;¡§¦¬;1;1;1;3675;8506,828878;;4831,828878
8200;3;¡§¦¬;¡§¦¬;1;1;1;54500;187761,8916;;133261,8916
8201;3;¡£;¡§¦¬;0,25;0,25;0,2;117231;82806,30681;;34424,69319
8202;3;¡§¦¬;¡§¦¬;1;1;1;6138;8879,48708;;2741,48708
8203;3;¡§¦¬;¡§¦¬;1;1;1;5176;9769,672207;;4593,672207
8204;3;¢¤ª¡§¦¬;¢¤ª¡§¦¬;1;1;1;71825;9619,065638;;62205,93436
8205;3;¡§¦¬;¡§¦¬;1;1;1;3651;9710,662324;;6059,662324
8206;3;¡§¦¬;¡§¦¬;1;1;1;5854;9741,501243;;3887,501243
8207;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;5330;10003,84838;;4673,84838
8208;3;¡§¦¬;¡§¦¬;1;1;1;10647;9875,738292;;771,2617078
8209;3;¡§¦¬;¡§¦¬;1;1;1;3328;9953,885287;;6625,885287
821;3;¡£;¡§¦¬;0,25;0,25;0,2;479;8716,899139;;8237,899139
8210;3;¡§¦¬;¡§¦¬;1;1;1;16020;9792,519958;;6227,480042
8211;3;¡§¦¬;¡§¦¬;1;1;1;3528;9556,735684;;6028,735684
8212;3;¡§¦¬;¡§¦¬;1;1;1;5589;9504,971383;;3915,971383
8213;3;¡§¦¬;¡§¦¬;1;1;1;10167;9510,470776;;656,5292242
8214;3;¡§¦¬;¡§¦¬;1;1;1;3467;23425,50361;;19958,50361
8215;3;«¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,285714286;0,285714286;0,444444444;279035;109234,5211;;169800,4789
8216;3;¡§¦¬;¡§¦¬;1;1;1;21482;154786,4272;;133304,4272
8217;3;¡§¦¬;¡§¦¬;1;1;1;4841;9931,065469;;5090,065469
8218;3;¤ª¡«¨¢¤ª¡§¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,333333333;0,333333333;0,666666667;362012;23258,98157;;338753,0184
8219;3;¡§¦¬;¡§¦¬;1;1;1;48566;153671,2552;;105105,2552
822;3;¡§¦¬;¡§¦¬;1;1;1;2922;8376,577921;;5454,577921
8220;3;¡§¦¬;¡§¦¬;1;1;1;3725;9875,318341;;6150,318341
8221;3;¡§«¨¢¤ª£;¡§¦¬;0,25;0,25;0,2;2625;9881,043972;;7256,043972
8222;3;¡§¦¬;¡§¦¬;1;1;1;5377;9846,550763;;4469,550763
8223;3;¡§¦¬;¡§¦¬;1;1;1;13952;31254,67034;;17302,67034
8225;3;¡§¦¬;¡§¦¬;1;1;1;63473;172304,4083;;108831,4083
8227;3;¡§¦¬;¡§¦¬;1;1;1;53518;213166,6219;;159648,6219
8228;3;«¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,285714286;0,285714286;0,444444444;428347;9701,734759;;418645,2652
8229;3;¨¢¤ª¡§¦¬;¨¢¤ª¡§¦¬;1;1;1;168631;108229,2491;;60401,75088
8230;3;¡¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,5;156931;205485,6984;;48554,6984
8231;3;¡§¦¬;¡§¦¬;1;1;1;3541;9639,872882;;6098,872882
8233;3;¡§¦¬;¡§¦¬;1;1;1;15396;9627,271317;;5768,728683
8234;3;¡§¦¬;¡§¦¬;1;1;1;4134;9602,477497;;5468,477497
8235;3;¡§¦¬;¡§¦¬;1;1;1;24621;73898,36582;;49277,36582
8236;3;¡§¦¬;¡§¦¬;1;1;1;6842;9531,123364;;2689,123364
8238;3;¡§¦¬;¡§¦¬;1;1;1;2143;9480,886511;;7337,886511
8239;3;«¨¢¤ª¡§¦¥;¡§¦¬;0,333333333;0,333333333;0,3;9097;192652,4771;;183555,4771
8241;3;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;65828;83425,11168;;17597,11168
8242;3;¡§¦¬;¡§¦¬;1;1;1;3759;9852,639151;;6093,639151
8243;3;¡§¦¬;¡§¦¬;1;1;1;3643;9798,6312;;6155,6312
8244;3;¡§¦¬;¡§¦¬;1;1;1;1375;9796,147525;;8421,147525
8245;3;¡§¦¬;¡§¦¬;1;1;1;1948;9788,71609;;7840,71609
8246;3;¨¢¤ª£;¡§¦¬;0;0;0;2413;9760,017073;;7347,017073
8247;3;¡§¦¬;¡§¦¬;1;1;1;74509;83469,74285;;8960,742851
8248;3;¨¢¤ª¡§¦¬;¡§¦¬;0,5;0,5;0,5;1721;9740,081171;;8019,081171
8249;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;7583;9731,115275;;2148,115275
825;3;¡§¦¬;¡§¦¬;1;1;1;2835;7793,123582;;4958,123582
8250;3;¡§¦¬;¡§¦¬;1;1;1;5635;9688,270558;;4053,270558
8251;3;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;77926;65140,92704;;12785,07296
8252;3;¡§¦¬;¡§¦¬;1;1;1;2017;9676,045898;;7659,045898
8253;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;7681;9631,415692;;1950,415692
8254;3;¡«¨¢¤ª¡§¦¬;¡§¦¬;0,4;0,4;0,444444444;10526;9626,544232;;899,4557685
8255;3;¡§¦¬;¡§¦¬;1;1;1;2135;9610,770479;;7475,770479
8256;3;¡§¦¬;¡§¦¬;1;1;1;3452;9533,623484;;6081,623484
8257;3;¡§¦¬;¡§¦¬;1;1;1;38792;193292,549;;154500,549
8259;3;¡§¦¬;¡§¦¬;1;1;1;2352;9374,051745;;7022,051745
826;3;¡§¦¬;¡§¦¬;1;1;1;2295;7603,070602;;5308,070602
8260;3;¤ª¡§¦¬;¤ª¡§¦¬;1;1;1;71659;95053,59122;;23394,59122
8262;3;¨¢¤ª«¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,461538462;0,461538462;0,666666667;145455;78827,08951;;66627,91049
8263;3;¡§¦¬;¡§¦¬;1;1;1;22575;84907,69878;;62332,69878
8264;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;5510;9215,886776;;3705,886776
8265;3;¡§¦¬;¡§¦¬;1;1;1;34472;140330,9253;;105858,9253
8266;3;¡§¦¬;¡§¦¬;1;1;1;1807;9134,266869;;7327,266869
8267;3;¡«¨¢¤ª¡§¦¥;¡§¦¬;0,3;0,3;0,3;19409;58660,51605;;39251,51605
8268;3;¡§¦¬;¡§¦¬;1;1;1;1885;9836,73263;;7951,73263
8269;3;¡§¦¬;¡§¦¬;1;1;1;12502;22547,30457;;10045,30457
827;3;¡§¦¬;¡§¦¬;1;1;1;3526;7395,103121;;3869,103121
8271;3;¡§¨¤ª¡¨¤ª¨¤ª¨¤ª¡§¨¢¤ª¡§¦¬;¡§¦¬;0,16;0,16;0,5;1119;9730,034623;;8611,034623
8272;3;¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,75;0,75;0,75;160024;74627,10315;;85396,89685
8273;3;¡§¦¬;¡§¦¬;1;1;1;2327;9718,602465;;7391,602465
8275;3;¡§¦¬;¡§¦¬;1;1;1;3652;9679,732836;;6027,732836
8276;3;¡§¦¬;¡§¦¬;1;1;1;3854;9700,58083;;5846,58083
8277;3;¡§¦¬;¡§¦¬;1;1;1;3132;9693,515054;;6561,515054
8278;3;¡§¦¥;¡§¦¬;0,75;0,75;0,6;5412;9707,519399;;4295,519399
8279;3;¡§¦¬;¡§¦¬;1;1;1;36967;77423,26161;;40456,26161
828;3;«¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,285714286;0,285714286;0,444444444;3553;10328,93514;;6775,935144
8280;3;¡«¨¢¤ª¨¢¤ª¡§¦¬;¡§¦¬;0,285714286;0,285714286;0,444444444;128802;176482,1961;;47680,19612
8281;3;¡§¦¬;¡§¦¬;1;1;1;5431;9716,185658;;4285,185658
8282;3;«¨¢¤ª¡£;¡§¦¬;0;0;0,1;322590;203393,5612;;119196,4388
8283;3;¡§¦¬;¡§¦¬;1;1;1;53140;170252,7581;;117112,7581
8284;3;¡§¦¬;¡§¦¬;1;1;1;4875;9535,728682;;4660,728682
8285;3;¡§¦¬;¡§¦¬;1;1;1;6586;9493,949624;;2907,949624
8288;3;¡§¦¬;¡§¦¬;1;1;1;3200;9312,369916;;6112,369916
8289;3;¡§¦¬;¡§¦¬;1;1;1;65981;177245,0255;;111264,0255
829;3;¡«¨¢¤ª¡§¦¬;¡§¦¬;0,4;0,4;0,444444444;20272;11752,41466;;8519,585338
8290;3;¡§¦¬;¡§¦¬;1;1;1;5216;9370,029619;;4154,029619
8291;3;¡§¦¬;¡§¦¬;1;1;1;9030;9189,281107;;159,2811073
8292;3;¡§¦¬;¡§¦¬;1;1;1;4321;9174,447379;;4853,447379
8293;3;¨¢¤ª¡§¦¬;¡§¦¬;0,5;0,5;0,5;23055;83635,76936;;60580,76936
8294;3;¡§¦¬;¡§¦¬;1;1;1;6283;9143,444615;;2860,444615
8295;3;£;¤ª¡§¦¬;0;0;0;1269;22083,46722;;20814,46722
8296;3;¡§¦¬;¡§¦¬;1;1;1;5674;9819,974598;;4145,974598
8297;3;¡§¦¬;¡§¦¨¢¤ª¡§¦¬;0,363636364;0,363636364;0,5;41910;164463,689;;122553,689
8298;3;¡§¦¬;¡§¦¬;1;1;1;13956;35748,04372;;21792,04372
8299;3;¨¢¤ª¡§¦¥;¡§¦¬;0,375;0,375;0,333333333;87394;51473,13168;;35920,86832
830;3;¡§¦¬;¡§¦¬;1;1;1;28751;22676,33376;;6074,666236
8300;3;¡§¦¬;¡§¦¬;1;1;1;4145;9731,919144;;5586,919144
8301;3;¡¨¤ª¡¨¤ª¨¤ª¨¤ª¡§¦¬;¡§¦¬;0,222222222;0,222222222;0,571428571;896;9741,909344;;8845,909344
8302;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;173137;72806,25069;;100330,7493
8303;3;¡§¦¬;¡§¦¬;1;1;1;38632;138716,5946;;100084,5946
8304;3;¤¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,666666667;0,666666667;0,75;421099;18859,19992;;402239,8001
8305;3;¡§¦¬;¡§¦¬;1;1;1;4917;9556,971718;;4639,971718
8306;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;6991;9577,013424;;2586,013424
831;3;¡§¦¬;¡§¦¬;1;1;1;4885;10422,38975;;5537,389749
8311;3;¡§¦¬;¡§¦¬;1;1;1;4162;9729,100887;;5567,100887
8312;3;¡§¦¬;¡§¦¬;1;1;1;16649;9664,137561;;6984,862439
8314;3;¡§¦¬;¡§¦¬;1;1;1;2404;9393,221384;;6989,221384
8315;3;¡§¦¬;¡§¦¬;1;1;1;11474;9379,949081;;2094,050919
8316;3;¡§¦¬;¡§¦¬;1;1;1;9082;9194,735639;;112,7356388
8317;3;¡§¦¬;¡§¦¬;1;1;1;4585;9036,081432;;4451,081432
8318;3;¡§¦¬;¡§¦¬;1;1;1;5226;8697,808339;;3471,808339
832;3;¡§¦¬;¡§¦¬;1;1;1;8295;10450,26857;;2155,268573
8320;3;¡§¦¬;¡§¦¬;1;1;1;1922;8586,183248;;6664,183248
8321;3;¡§¦¬;¡§¦¬;1;1;1;3738;9672,172018;;5934,172018
8322;3;¡§¦¬;¡§¦¬;1;1;1;4179;9501,061591;;5322,061591
8323;3;¡§¦¬;¡§¦¬;1;1;1;2682;9488,009361;;6806,009361
8325;3;¡§¦¬;¡§¦¬;1;1;1;14530;8681,712459;;5848,287541
8326;3;¡§¦¬;¡§¦¬;1;1;1;61266;190534,5191;;129268,5191
8327;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;3712;9654,21568;;5942,21568
8328;3;¤ª¡§¦¥;¤ª¡§¦¬;0,833333333;0,833333333;0,714285714;87267;18578,87166;;68688,12834
8329;3;¡§¦¬;¡§¦¬;1;1;1;22782;84425,5745;;61643,5745
833;3;¡§¦¬;¡§¦¬;1;1;1;12853;10423,24005;;2429,759949
8330;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;2370;9594,584152;;7224,584152
8331;3;¡§¦¬;¡§¦¬;1;1;1;23397;84428,95345;;61031,95345
8332;3;¡§¦¬;¡§¦¬;1;1;1;34893;116186,5066;;81293,50659
8334;3;¡§¦¬;¡§¦¬;1;1;1;3020;9486,7223;;6466,7223
8335;3;¡£;¡§¦¬;0,25;0,25;0,2;29553;192512,9712;;162959,9712
8336;3;¨¢¤ª¡§¦¬;¡§¦¬;0,5;0,5;0,5;5007;9303,894709;;4296,894709
8337;3;¡§¦¬;¡§¦¬;1;1;1;48388;159218,4935;;110830,4935
8338;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;3980;9399,498526;;5419,498526
8339;3;¡§¦¬;¡§¦¬;1;1;1;9384;30109,84388;;20725,84388
834;3;¨¢¤ª«¨¢¤ª¡§¦¬;¤ª¡§¦¬;0,461538462;0,461538462;0,666666667;95193;11322,3843;;83870,6157
8340;3;¡§¦¬;¡§¦¬;1;1;1;2335;9377,156096;;7042,156096
8342;3;«¨¢¤ª«¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,210526316;0,210526316;0,444444444;11073;9478,121942;;1594,878058
8343;3;¡§¦¬;¡§¦¬;1;1;1;5352;9273,866309;;3921,866309
8345;3;¡§¦¬;¡§¦¬;1;1;1;51306;184221,0096;;132915,0096
8346;3;¡§¦¬;¡§¦¬;1;1;1;29843;104888,2149;;75045,2149
8347;3;«¨¢¤ª¡§¦¬;¡§¦¬;0,444444444;0,444444444;0,444444444;7788;9486,315529;;1698,315529
8348;3;¡£;¡§¦¬;0,25;0,25;0,2;86;9098,125292;;9012,125292
8349;3;¡§¦¬;¡§¦¬;1;1;1;2186;9034,725689;;6848,725689
835;3;«¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,285714286;0,285714286;0,444444444;9661;10362,64927;;701,6492734
8350;3;¡§¦¬;¡§¦¬;1;1;1;3812;9013,936704;;5201,936704
8351;3;¡§¦¬;¡§¦¬;1;1;1;10122;63995,51098;;53873,51098
8352;3;¡§¦¬;¡§¦¬;1;1;1;21604;52053,26051;;30449,26051
8353;3;¡§¦¬;¡§¦¬;1;1;1;1114;8936,873264;;7822,873264
8354;3;¡§¦¬;¡§¦¬;1;1;1;20174;92258,33337;;72084,33337
8355;3;¨¢¤ª¡«¨¢¤ª¡§¦¬;¡§¦¬;0,285714286;0,285714286;0,444444444;68055;127093,8193;;59038,8193
8356;3;¡§¦¬;¡§¦¬;1;1;1;1401;8575,146616;;7174,146616
8357;3;¡§¦¬;¡§¦¬;1;1;1;898;9652,54325;;8754,54325
8358;3;¡§¦¬;¡§¦¬;1;1;1;19783;9478,388085;;10304,61192
8359;3;¡§¦¬;¡§¦¬;1;1;1;979;9435,043005;;8456,043005
836;3;¡§¦¬;¡§¦¬;1;1;1;7781;22865,42991;;15084,42991
8360;3;¡«¨¢¤ª¨¢¤ª¨¢¤ª«¨¢¤ª¡§¦¬;¡§¦¬;0,173913043;0,173913043;0,444444444;83176;29710,86151;;53465,13849
8361;3;¡§¦¬;¡§¦¬;1;1;1;8322;9354,053086;;1032,053086
8362;3;¡§¦¬;¡§¦¬;1;1;1;9145;25784,62422;;16639,62422
8363;3;¡§¦¬;¡§¦¬;1;1;1;6912;9348,636281;;2436,636281
8364;3;¡§¦¬;¡§¦¬;1;1;1;7409;9315,858548;;1906,858548
8366;3;¡§¦¬;¡§¦¬;1;1;1;5235;9132,58404;;3897,58404
8367;3;¡§¦¬;¡§¦¬;1;1;1;6484;9060,584563;;2576,584563
8368;3;¡§¦¬;¡§¦¬;1;1;1;3058;8918,621157;;5860,621157
