CaseID;Prefix length;Groud truth;Predicted;Levenshtein;Damerau_Levenshtein;Jaccard;Ground truth times;Predicted times;MAE;MAE_days
1-720000146;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;715554;54223582,73310518;53508028,73310518;619,3058881146433
1-720069371;2;¥§¥§¤;¤;0,19999999999999996;0,19999999999999996;0,33333333333333326;2318300;8858033,307910275;6539733,307910275;75,69135773044299
1-722674364;2;¥¢¢¥¢¡¢¡¥¤;¥¡¥¡¥¢¥¡¥¤;0,5;0,5;1,0;1685961;111013504,45804465;109327543,45804465;1265,3650863199612
1-722688743;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;3015227;48635610,11400746;45620383,11400746;528,0136934491604
1-722742993;2;¤;¤;1,0;1,0;1,0;334861;7717794,323665199;7382933,323665199;85,45061717205091
1-726517211;2;¢¥¢¡¡¥¤;¤;0,1428571428571429;0,1428571428571429;0,25;1737256;476976,4527011699;1260279,54729883;14,5865688344772
1-726760342;2;¤;¤;1,0;1,0;1,0;3017059;8381824,9120916305;5364765,9120916305;62,09219805661609
1-728461114;2;¤;¤;1,0;1,0;1,0;970363;12560358,643305914;11589995,643305914;134,14346809381846
1-728470722;2;¢¢¡¢¥¡¥¤;¥§¤;0,25;0,25;0,4;3440367;17270524,790550373;13830157,790550373;160,07127072396267
1-728630851;2;¢¥¤;¥§¤;0,33333333333333337;0,33333333333333337;0,5;1577773;20774911,26317121;19197138,26317121;222,1891002681853
1-728641711;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;2060667;46047292,34581018;43986625,34581018;509,1044600209512
1-730084841;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;39;50708934,28557462;50708895,28557462;586,9085102497063
1-730084875;2;¥¤;¥¡¥¡¥¢¥¡¥¤;0,19999999999999996;0,19999999999999996;0,5;749783;116862750,58712795;116112967,58712795;1343,900087813981
1-730923421;2;¤;¤;1,0;1,0;1,0;1392387;8325328,023254226;6932941,023254226;80,24237295433132
1-731908702;2;¤;¢¥¡¥¤;0,19999999999999996;0,19999999999999996;0,25;435985;34177854,655936606;33741869,655936606;390,53089879556256
1-732289301;2;¥¥¡¥¤;¥¡¥¤;0,8;0,8;1,0;2323366;54197090,15401934;51873724,15401934;600,3903258567053
1-732357301;2;¥¤;¤;0,5;0,5;0,5;1625230;7849219,748752909;6223989,748752909;72,03691838834385
1-733336456;2;¤;¤;1,0;1,0;1,0;1395413;1980190,3344727685;584777,3344727685;6,768256186027413
1-733562890;2;¢¥§¥¤;¢¥¤;0,6;0,6;0,75;2260078;1734569,0624138562;525508,9375861438;6,082279370209998
1-733649220;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;25129;43407152,47087131;43382023,47087131;502,10675313508455
1-735185827;2;¥¤;¥§¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;502141;16829521,3075416;16327380,307541601;188,97430911506484
1-735881798;2;¥¥¤;¥§¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;2083098;17788498,744813085;15705400,744813085;181,77547158348477
1-736351127;2;¥¢¥¢¥¢¥¢¥¥¤;¥¡¥¤;0,2727272727272727;0,2727272727272727;0,5;641331;54079986,433077544;53438655,433077544;618,5029564013605
1-736351222;2;¥¢¥¢¥¢¥¢¥¥¤;¥¡¥¤;0,2727272727272727;0,2727272727272727;0,5;639893;54215368,36796739;53575475,36796739;620,0865204625856
1-736492457;2;¤;¤;1,0;1,0;1,0;92115;6180319,595806577;6088204,595806577;70,46533096998353
1-737341073;2;¢¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,5;72800;46359904,47227888;46287104,47227888;535,730375836561
1-738626601;2;¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;1989883;46900608,29683108;44910725,29683108;519,8000613059153
1-738820974;2;¤;¥§¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1970202;16972274,18362891;15002072,18362891;173,6350947179272
1-739695919;2;¢¥¥¢¢¥¤¥¤;¥¡¥¡¥¢¥¡¥¤;0,5;0,5;0,75;2227345;109945710,9768406;107718365,9768406;1246,7403469541737
1-741495923;2;¥¤;¥§¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;370245;25143101,272105306;24772856,272105306;286,72287351973733
1-741987554;2;§¥§¢¥¤;¤;0,16666666666666663;0,16666666666666663;0,25;752866;7918594,98742694;7165728,98742694;82,93667809521922
1-741995108;2;¥§¥¤;¢¥¡¥¤;0,6;0,6;0,4;12688;36888805,24053203;36876117,24053203;426,8069125061578
1-741995344;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;1457040;57986982,1334194;56529942,1334194;654,2817376553171
1-742216614;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;238;45196629,763070576;45196391,763070576;523,1063861466502
1-742296921;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;1222907;55461105,25176412;54238198,25176412;627,7569242102329
1-742383139;2;¥¤;¥§¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;761767;19242852,411472924;18481085,411472924;213,90145152167736
1-742929685;2;¤;¥§¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1117362;18302472,99968579;17185110,99968579;198,9017476815485
1-744436513;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;198643;37358124,13022536;37159481,13022536;430,0865871553861
1-745941359;2;¥¡¤;¥¡¥¤;0,75;0,75;1,0;1299747;51748158,86666078;50448411,86666078;583,8936558641294
1-746205481;2;¥¡§¤;¥¡¥¤;0,75;0,75;0,75;514829;53382048,33724494;52867219,33724494;611,8891126995942
1-747680998;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;167235;56224343,918590456;56057108,918590456;648,8091310022044
1-749012057;2;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;447294;51823704,418933764;51376410,418933764;594,6343798487704
1-750161066;2;¥¤;¥§¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;434094;18953406,345591635;18519312,345591635;214,34389288879206
1-751006831;2;¥¤¥¡¥¤;;0,0;0,0;0,0;23572;0,0;23572,0;0,27282407407407405
1-751622091;2;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;175;47401080,03870387;47400905,03870387;548,6215860961096
1-752067921;2;¢¥¤;¢¥¡¥¤;0,6;0,6;0,75;12483;33089675,3211664;33077192,3211664;382,83787408757405
1-659718901;3;¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;7692521;29427888,62863564;21735367,62863564;251,56675496106067
1-659922661;3;§¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,5;3003232;50940620,99538284;47937388,99538284;554,8308911502643
1-659934601;3;¤;¤;1,0;1,0;1,0;4584829;8900712,473374952;4315883,473374952;49,952355015913795
1-660268091;3;¡¥¤¥¢¥¤¥¤;¤;0,11111111111111116;0,11111111111111116;0,25;1477767;2040459,5638754084;562692,5638754084;6,512645415224634
1-660374694;3;¤;¤;1,0;1,0;1,0;6216956;1268945,5511579604;4948010,448842039;57,26863945419027
1-660509893;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;2950536;53288891,49433313;50338355,49433313;582,6198552584854
1-660636558;3;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;2846067;32798145,357670534;29952078,357670534;346,6675735841497
1-660648920;3;¥¥¢¥§¤;¥¡¥¤;0,5;0,5;0,4;6664213;34705526,267745405;28041313,267745405;324,5522368952015
1-661134924;3;¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;1936339;48717771,587225236;46781432,587225236;541,4517660558477
1-661184751;3;¥¢¥¤;¤;0,25;0,25;0,33333333333333326;5032616;7858529,068101276;2825913,0681012757;32,7073271770981
1-663582660;3;¢¥¤;§¤;0,33333333333333337;0,33333333333333337;0,25;78987;9562996,582842022;9484009,582842022;109,76862943104193
1-663891165;3;§¤;§¤;1,0;1,0;1,0;3278203;12924104,051668817;9645901,051668817;111,64237328320391
1-669119156;3;§¢¥¡¡¤;§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥;0,08333333333333337;0,08333333333333337;0,6;1888606;32087277,961784367;30198671,961784367;349,52166622435607
1-670754761;3;¡¥¥¥¤¥¤¥¤;¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢¥¢;0,13888888888888884;0,13888888888888884;0,19999999999999996;2493295;46290053,902742915;43796758,902742915;506,90693174470965
1-672506739;3;¥¢¥¤;¥§¤;0,5;0,5;0,5;2934952;13144873,458190052;10209921,458190052;118,17038724757005
1-672862385;3;¢¥¤;§¤;0,33333333333333337;0,33333333333333337;0,25;6648971;11241673,533346301;4592702,533346301;53,156279321137745
1-673224718;3;§¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,25;7773472;54773924,645473614;47000452,645473614;543,9867204337224
1-673359575;3;¥¤;¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢;0,02777777777777779;0,02777777777777779;0,25;3717632;37477777,32517706;33760145,32517706;390,7424227451048
1-673429845;3;¥¤;¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¥;0,02777777777777779;0,02777777777777779;0,25;65724;27835382,850601103;27769658,850601103;321,4080885486239
1-675150191;3;§¥§¤;§¤;0,5;0,5;0,6666666666666666;6124886;15116122,62774171;8991236,62774171;104,06523874701053
1-675150672;3;¡¥¤;¡¥¤;1,0;1,0;1,0;5620893;39885885,249674596;34264992,249674596;396,5855584453078
1-675685459;3;¥¢¥¤;;0,0;0,0;0,0;1233366;0,0;1233366,0;14,275069444444444
1-675797761;3;¥¢¥¤;;0,0;0,0;0,0;1128895;0,0;1128895,0;13,065914351851852
1-675826063;3;¡¢¥¡¡¢¥§¡¥¤;¡¥¡¥¢¥¡¥¤;0,7272727272727273;0,7272727272727273;0,8;7273065;111633351,7299903;104360286,7299903;1207,8736890045175
1-677811170;3;¡¢¥¡¥¡¥¤;¡¥¤;0,375;0,375;0,75;2438243;49460156,92227581;47021913,92227581;544,2351148411552
1-678755621;3;§¢¥¡¥¤;§¤;0,33333333333333337;0,33333333333333337;0,4;7952429;9804246,994990205;1851817,9949902054;21,43307864571997
1-681864502;3;¤;¤;1,0;1,0;1,0;2324457;1156188,334634876;1168268,665365124;13,5216280713556
1-681929091;3;¡¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;3045958;2499386,848546568;546571,1514534322;6,326054993673983
1-682059903;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;3615696;35773189,44399968;32157493,443999678;372,19321115740365
1-682262974;3;¢¥¢¥¢¥¢¥¢¥¢¥¢¥¥¢¢¥¥¥¥¢¢¥¤;¡¥¤;0,07999999999999996;0,07999999999999996;0,5;6569479;39184748,30229293;32615269,302292928;377,4915428506126
1-682342767;3;¤;¤;1,0;1,0;1,0;399;2581412,2193486122;2581013,2193486122;29,872838186905234
1-683298971;3;¤;¤;1,0;1,0;1,0;60;11485352,13283506;11485292,13283506;132,9316219078132
1-683752875;3;§¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,25;15762;53540587,130395226;53524825,130395226;619,5002908610559
1-685134878;3;¢¡¢¡¢¥¤;¥¤;0,2857142857142857;0,2857142857142857;0,5;5636911;946369,5131497898;4690541,48685021;54,28867461632188
1-686531969;3;¥¤¥¤¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;3010;16990011,914240163;16987001,914240163;196,60881845185375
1-686557724;3;¤;¤;1,0;1,0;1,0;2;936331,1854596325;936329,1854596325;10,837143350227228
1-686642441;3;¡¡¥¤;¥¤;0,5;0,5;0,6666666666666666;5261678;861205,2286216064;4400472,771378393;50,93139781687955
1-686642543;3;¢¢¥£¥¤;¥¤;0,33333333333333337;0,33333333333333337;0,5;4210887;859083,9695595778;3351803,0304404222;38,79401655602341
1-686945977;3;¤;¤;1,0;1,0;1,0;4222469;8395981,281096496;4173512,2810964957;48,3045402904687
1-687589251;3;¥¢¥¢¥¢¥¢¥¤;¢¥§¢¥¡¥¤;0,6;0,6;0,6;3283336;51881779,78291467;48598443,78291467;562,481988228179
1-687668119;3;¡§¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,5;1288637;40349105,60391925;39060468,60391925;452,08875698980614
1-688280019;3;¥§¥¤;¥¡¥¤;0,75;0,75;0,5;1312411;34126694,93268961;32814283,932689607;379,7949529246482
1-688342754;3;¤;¤;1,0;1,0;1,0;3695568;8037349,176383476;4341781,176383476;50,25209694888282
1-688380091;3;¥§¥§¡¤;¥§¤;0,5;0,5;0,75;3066531;15546044,914020343;12479513,914020343;144,43881844930954
1-688515611;3;¥¤;¥¤;1,0;1,0;1,0;14;3333206,504274111;3333192,504274111;38,57861694761702
1-688564824;3;¥¡¥¤;¥¡¥¤;1,0;1,0;1,0;2671345;36217272,08695819;33545927,086958192;388,26304498794207
1-688725917;3;¥¢¥¤;¡¥¤;0,5;0,5;0,5;2536692;43417668,522028394;40880976,522028394;473,15945048643977
1-689176751;3;¤;¤;1,0;1,0;1,0;80;1640861,0307915518;1640781,0307915518;18,990521189717036
1-689469104;3;¢¥¢¥¢¥¤;¡¥¤;0,2857142857142857;0,2857142857142857;0,5;1851388;55066216,009502165;53214828,009502165;615,9123612210899
1-690327837;3;¤;¤;1,0;1,0;1,0;6;1452590,991605033;1452584,991605033;16,81232629172492
1-690447511;3;¤;¤;1,0;1,0;1,0;3811981;8490296,543600483;4678315,543600483;54,147170643524106
1-690762471;3;¥¤;¥¤;1,0;1,0;1,0;8880;937614,6033263544;928734,6033263544;10,749243094055029
1-690931471;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;261344;45581401,23088627;45320057,23088627;524,5376994315541
1-691093464;3;¢¥¢¥¤;¤;0,19999999999999996;0,19999999999999996;0,33333333333333326;2050369;1945934,8564098058;104434,14359019417;1,2087285137753956
1-691221687;3;¢¥¢¥¢¥¤;¤;0,1428571428571429;0,1428571428571429;0,33333333333333326;1203611;920078,4650243775;283532,53497562255;3,2816265622178538
1-691786096;3;¡¡¤;¤;0,33333333333333337;0,33333333333333337;0,5;1392154;1555171,9068824027;163017,90688240272;1,886781329657439
1-691786330;3;¡¤;¤;0,5;0,5;0,5;92500;2531085,5520868967;2438585,5520868967;28,224369815820562
1-692055495;3;¤;¤;1,0;1,0;1,0;147377;2186501,3516183035;2039124,3516183035;23,600976291878514
1-692193396;3;¡¥¤;¡¥¤;1,0;1,0;1,0;5634994;43871881,14785358;38236887,14785358;442,5565642112683
1-693456968;3;¥¤;¥¤;1,0;1,0;1,0;2040126;3777830,0600113478;1737704,0600113478;20,112315509390598
1-693595201;3;¢¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,5;6811304;39862829,8624061;33051525,862406097;382,54080859266315
1-693732401;3;¡¥§¤;¡¥¤;0,75;0,75;0,75;5143827;44562074,13587453;39418247,13587453;456,22971222077007
1-693789171;3;¥¤;;0,0;0,0;0,0;77;0,0;77,0;0,0008912037037037037
1-693895885;3;¤;¤;1,0;1,0;1,0;2;1542941,4008637767;1542939,4008637767;17,858094917404824
1-694222066;3;¢¡¡¥¤;¤;0,19999999999999996;0,19999999999999996;0,25;1141187;2180765,479875138;1039578,479875138;12,032158331888171
1-694354058;3;¥¤;¥¥¤;0,6666666666666667;0,6666666666666667;1,0;950709;2749485,2367181773;1798776,2367181773;20,819169406460386
1-694385837;3;¤¥¥¤¥¤;¤;0,16666666666666663;0,16666666666666663;0,5;186845;1919964,4173556883;1733119,4173556883;20,059252515690837
1-694597155;3;¥¤;¤;0,5;0,5;0,5;3086016;9029733,514474489;5943717,514474489;68,79302678789918
1-694794065;3;¤;§¤;0,5;0,5;0,5;1216185;14658200,114476915;13442015,114476915;155,5788786397791
1-694828073;3;¡¡§¡¢¥¡¥¡¢¥¥¤;¡¥¤;0,23076923076923073;0,23076923076923073;0,6;4773631;24785684,18129527;20012053,18129527;231,62098589462116
1-695258011;3;¥¤;¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢;0,02777777777777779;0,02777777777777779;0,25;6216813;40988495,30549079;34771682,30549079;402,4500266839212
1-695425289;3;¥¤;§¤;0,5;0,5;0,33333333333333326;165996;10795811,221702524;10629815,221702524;123,03026876970513
1-695486321;3;¢¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,5;5168124;45911039,56404567;40742915,56404567;471,56152273201
1-696097603;3;¡¢¥¡¥¢¡§¤;§¤;0,2222222222222222;0,2222222222222222;0,4;2676245;11209949,063290484;8533704,063290484;98,76972295475097
1-696680265;3;¢¥¥§¤;¡¥¤;0,4;0,4;0,4;2258342;41981008,568182506;39722666,568182506;459,7530852798901
1-696714411;3;¤;§¤;0,5;0,5;0,5;3617771;7017732,330770169;3399961,3307701694;39,35140429132141
1-696835891;3;¥¤;¥¤;1,0;1,0;1,0;5293;987091,1596234827;981798,1596234827;11,36340462527179
1-697041731;3;¥¤;;0,0;0,0;0,0;1264025;0,0;1264025,0;14,629918981481481
1-697458590;3;¡¢¡¥¥¡§¤;¡¥¤;0,375;0,375;0,6;4657932;53904014,01554762;49246082,01554762;569,9778011058752
1-697459701;3;¥¤;¥¡¥¤;0,5;0,5;0,6666666666666666;1641;31560924,1538707;31559283,1538707;365,26948094757756
1-697811404;3;¤;¤;1,0;1,0;1,0;92;1648934,4162803118;1648842,4162803118;19,083824262503608
1-697987547;3;¥¢¥¥¤;¥¡¥¤;0,6;0,6;0,5;4931275;22340337,75242734;17409062,75242734;201,4937818567979
1-698044001;3;¡¥¤;¡¥¤;1,0;1,0;1,0;2239799;51361535,18514895;49121736,18514895;568,5386132540388
1-698216063;3;§¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,5;109057;37747911,142304204;37638854,142304204;435,6348859062987
1-698751834;3;¤;¤;1,0;1,0;1,0;65331;1692014,312409683;1626683,312409683;18,82735315288985
1-698754281;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;5135987;44659469,417212114;39523482,417212114;457,44771316217725
1-698842669;3;¥¤¥¤;¡¥¤;0,5;0,5;0,6666666666666666;2686293;40239995,760361284;37553702,760361284;434,6493375041815
1-698998499;3;¢¥¢¥§¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,4;1904320;54152278,62535143;52247958,62535143;604,7217433489749
1-699103215;3;¢¥¢¥¡¢¥¢¥¥¤;¡¥¤;0,2727272727272727;0,2727272727272727;0,75;1487378;56567896,99832316;55080518,99832316;637,5060069250366
1-699661601;3;¥¥¢¥¤;¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢;0,11111111111111116;0,11111111111111116;0,5;341387;36092820,67603172;35751433,67603172;413,7897416207375
1-699690829;3;¤;¤;1,0;1,0;1,0;273;2211741,7394002415;2211468,7394002415;25,59570300231761
1-700498223;3;¡¢¥¢¡¢¥¡¢¥¥¢¥§¥¤;¡¥¤;0,1875;0,1875;0,6;2261104;27426603,800071906;25165499,800071906;291,26735879712857
1-700566882;3;¤¥¤;§¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1905718;15800576,73792601;13894858,73792601;160,82012428155105
1-700746442;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;72;44382148,09193825;44382076,09193825;513,6814362492853
1-700842031;3;§¥§¤;¡¥¤;0,5;0,5;0,5;5418883;44198286,5195053;38779403,5195053;448,8356888831632
1-701429911;3;§¤;§¤;1,0;1,0;1,0;1282289;17276449,616740458;15994160,616740458;185,11759973079234
1-702482271;3;¢¥¤;¡¥¡¥¡¥¡¥¡¥¤;0,18181818181818177;0,18181818181818177;0,5;2318;81321743,520941;81319425,520941;941,1970546405208
1-702501021;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;486;43199707,113555804;43199221,113555804;499,9909851105996
1-702501138;3;¢¥¤;¡¥¤;0,6666666666666667;0,6666666666666667;0,5;722503;41164666,615980744;40442163,615980744;468,08059740718454
1-702501532;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1983240;42814985,4916778;40831745,4916778;472,589646894419
1-702673026;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1983743;42269503,14413054;40285760,14413054;466,270372038548
1-703190797;3;¥¥¢¥¢¥¢¥¤;¥¤;0,2222222222222222;0,2222222222222222;0,6666666666666666;1381825;1016729,7689016456;365095,23109835444;4,225639248823547
1-703399394;3;¤;¡¥¡¥¢¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥¡¥;0,0;0,0;0,0;5;186157286,9702534;186157281,9702534;2154,598170952007
1-703540157;3;¥¢¥§¢¥¢¥¢¥§¥¢¥¤;¥¥¢¥¤;0,33333333333333337;0,33333333333333337;0,75;5087585;3626917,1125153177;1460667,8874846823;16,905878327369006
1-703856779;3;¤;¤;1,0;1,0;1,0;784434;10230537,552259555;9446103,552259555;109,32990222522633
1-703964203;3;¤;§¤;0,5;0,5;0,5;133;11279592,02833021;11279459,02833021;130,54929430937744
1-703964563;3;¤;¤;1,0;1,0;1,0;501;1891597,2015703525;1891096,2015703525;21,887687518175376
1-704650867;3;¢¥§¤;¡¥¤;0,5;0,5;0,4;3129297;48660071,954254135;45530774,954254135;526,976561970534
1-704661542;3;¥§¤;¥¡¥¤;0,5;0,5;0,5;1127288;30927289,955673184;29800001,955673184;344,9074300425137
1-704703712;3;¥¡¥¤;¡¥¤;0,75;0,75;1,0;63887;37926014,14392082;37862127,14392082;438,2190641657502
1-704973871;3;¡¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1859049;2593669,964255041;734620,964255041;8,502557456655566
1-704977245;3;¥¢¥¤;¥¥¢¥¤;0,8;0,8;1,0;2476446;3772512,3420052556;1296066,3420052556;15,00076784728305
1-707300171;3;¢¥¢¡¢¥¥¥§¤;¥¡¥¤;0,4;0,4;0,6;4225851;35177000,74118032;30951149,741180323;358,2308997821797
1-707660543;3;¡¢¥¤;¡¥¤;0,75;0,75;0,75;3214454;55225257,771169685;52010803,771169685;601,9768954996491
1-708121948;3;¤;¤;1,0;1,0;1,0;6023;2331685,3597908113;2325662,3597908113;26,91738842350476
1-708131711;3;¢¥¡¤;¥¤;0,5;0,5;0,5;2339756;9125646,54633416;6785890,5463341605;78,54039984183056
1-708613661;3;¥¤;§¤;0,5;0,5;0,33333333333333326;3037381;17171112,66588734;14133731,66588734;163,58485724406646
1-709552565;3;¡¢¥¤;¡¥¤;0,75;0,75;0,75;1199499;50035031,07269217;48835532,07269217;565,2260656561593
1-709663551;3;¥¢¡¥¤;¤;0,19999999999999996;0,19999999999999996;0,25;3183;1011666,9553523524;1008483,9553523524;11,672268001763337
1-709802861;3;¥¤;¤;0,5;0,5;0,5;1774;2567363,824313414;2565589,824313414;29,694326670294142
1-710114300;3;¡¢¥¢¥¢¥¤;¡¥¤;0,375;0,375;0,75;3277021;44317086,84279434;41040065,84279434;475,0007620693789
1-712856449;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;615406;55351675,6580187;54736269,6580187;633,5216395604016
1-715638561;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1953;56186090,336207494;56184137,336207494;650,2793673172164
1-715660478;3;¤;¤;1,0;1,0;1,0;878735;1366493,0389834633;487758,0389834633;5,645347673419714
1-715860062;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;689183;53223589,45096709;52534406,45096709;608,0371117010079
1-716571976;3;¢¥¤;¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;136393;1378593,2400523324;1242200,2400523324;14,377317593198292
1-717122893;3;§¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,25;3538761;50816351,48378595;47277590,48378595;547,1943343030781
1-717222893;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;172;46053818,82013693;46053646,82013693;533,0283196775107
1-717275094;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;244;46130952,356624596;46130708,356624596;533,9202356090809
1-718973785;3;§¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,25;2788111;55878028,269629866;53089917,269629866;614,4666350651605
1-719199254;3;¥¤¥¤¥¤;;0,0;0,0;0,0;2323667;0,0;2323667,0;26,894293981481482
1-720000146;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;300;30058068,027896896;30057768,027896896;347,89083365621406
1-720069371;3;§¥§¤;§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢¥;0,08333333333333337;0,08333333333333337;0,5;2312061;33443398,352539215;31131337,352539215;360,31640454327794
1-722674364;3;¢¢¥¢¡¢¡¥¤;¡¥¡¥¢¥¡¥¤;0,4444444444444444;0,4444444444444444;1,0;1681084;114145144,97169815;112464060,97169815;1301,6673723576175
1-722688743;3;¤;¤;1,0;1,0;1,0;26;2456975,164052203;2456949,164052203;28,43691162097457
1-726517211;3;¥¢¡¡¥¤;¥¡¥¤;0,6666666666666667;0,6666666666666667;0,75;1737236;28239966,560269136;26502730,560269136;306,74456666978165
1-728470722;3;¢¡¢¥¡¥¤;¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢¥¥;0,11111111111111116;0,11111111111111116;0,4;3438718;31733708,21050429;28294990,21050429;327,48831262157745
1-728630851;3;¥¤;¥§¤;0,6666666666666667;0,6666666666666667;0,6666666666666666;204427;14208326,079069244;14003899,079069244;162,08216526700514
1-728641711;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;1794246;43000962,55638121;41206716,55638121;476,9295897729307
1-730084875;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;716871;56640706,57609317;55923835,57609317;647,2666154640413
1-732289301;3;¥¡¥¤;¡¥¤;0,75;0,75;1,0;2323120;54213988,63241182;51890868,63241182;600,5887573195813
1-732357301;3;¤;§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥§¥¢¥¢¥¢¥¢¥¢¥¢¥;0,0;0,0;0,0;4909;49669989,51657691;49665080,51657691;574,8273207937142
1-733562890;3;¥§¥¤;¥¤;0,5;0,5;0,6666666666666666;1985521;1331334,7512968543;654186,2487031457;7,571600100730852
1-733649220;3;¤;¡¥¤;0,33333333333333337;0,33333333333333337;0,33333333333333326;18616;44075551,5879523;44056935,5879523;509,91823597167013
1-735185827;3;¤;§¤;0,5;0,5;0,5;120;15964775,45294762;15964655,45294762;184,77610477948636
1-735881798;3;¥¤;¤;0,5;0,5;0,5;127;2684352,1480751247;2684225,1480751247;31,067420695313942
1-736351127;3;¢¥¢¥¢¥¢¥¥¤;¡¥¤;0,19999999999999996;0,19999999999999996;0,5;638789;54078722,09470205;53439933,09470205;618,5177441516441
1-736351222;3;¢¥¢¥¢¥¢¥¥¤;¡¥¤;0,19999999999999996;0,19999999999999996;0,5;638987;54214857,27072802;53575870,27072802;620,0910910963892
1-737341073;3;¥¤;¥§¥¤;0,5;0,5;0,6666666666666666;52074;7626190,128032546;7574116,128032546;87,6633811114878
1-738626601;3;¤;¥¤;0,5;0,5;0,5;1989481;876833,3564516468;1112647,643548353;12,877866244772605
